job_title,seniority,skills,salary_min,salary_max,location,company
Senior Data Scientist,Senior,"['predictive analytics', 'predictive modeling', 'analytical solutions', 'data science']",182159.08,182159.08,,Randstad Digital
Data Scientist,experienced,"['data pipelines', 'advanced analytics', 'scalable systems']",231958.75,231958.75,"San Antonio, TX","Judge Group, Inc."
Data Scientist,Mid-level,"['Data Science', 'AI/Machine Learning', 'Training Data Analysis', 'Feature Engineering', 'Bias Detection', 'Cybersecurity', 'Data Quality Assessment']",135406.19,135406.19,"Fort Meade, MD",GovCIO
Data Scientist,Not specified,"['Data Science', 'Systems Engineering', 'TS/SCI with Polygraph clearance']",129821.82,129821.82,"Chantilly, VA, US",SAIC
Data Scientist,Not specified,"['data analysis', 'business principles', 'data center programs']",175032.2,175032.2,"Menlo Park, CA","Meta Platforms, Inc. "
Data Scientist,Senior,"['Data Science', 'Manufacturing', 'Shop floor operations', 'Production planning', 'MES', 'SCADA', 'ERP', 'OPC-UA', 'MQTT', 'Modbus', 'Industrial protocols']",203265.47,203265.47,Remote (USA),"Judge Group, Inc."
Data Scientist,Mid-level,"['data science techniques', 'data-driven tools', 'analytic processes', 'strategic risk analysis', 'expert judgment', 'methodologies']",162132.8,162132.8,,Booz Allen Hamilton
Data Scientist,Not specified,"['Data Science', 'Systems Integration']",183942.12,183942.12,"McLean, VA, US",SAIC
Data Scientist,Experienced,"['statistical modeling', 'machine learning', 'optimization techniques', 'analytical solutions', 'forecasting']",193734.31,193734.31,"Orlando, FL",Kforce Technology Staffing
Data Scientist,Mid-level,"['Data Science', 'Model Monitoring', 'Data Analysis', 'AI/ML', 'Visualization', 'Dashboard Development', 'Insurance Domain Knowledge']",141484.48,141484.48,"San Antonio, TX",Kforce Technology Staffing
Data Scientist,Not specified,"['Big Data', 'Cloud Solutions', 'Data Management', 'Data Manipulation', 'Data Storage', 'Data Parsing', 'Agile Framework']",89780.38,89780.38,"Springfield, VA","Electronic Consulting Services, Inc "
Data Scientist,,"['statistical data collection', 'data organization', 'data interpretation', 'statistical summarization', 'product design and development']",161566.94,161566.94,"Menlo Park, CA","Meta Platforms, Inc. "
Data Scientist,Not specified,"['large and complex data sets', 'analytical approaches', 'statistical approaches']",172830.1,172830.1,"Menlo Park, CA","Meta Platforms, Inc. "
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",121199.65,121199.65,,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",120841.41,120841.41,,Booz Allen Hamilton
Data Scientist,Not specified,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",157200.86,157200.86,Not specified,Booz Allen Hamilton
Data Scientist,Not specified,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",166703.73,166703.73,Not specified,Booz Allen Hamilton
Data Scientist,Not specified,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",168076.9,168076.9,Not specified,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",131775.2,131775.2,,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",157187.36,157187.36,,Booz Allen Hamilton
Data Scientist,Not specified,"['IoT', 'machine learning', 'artificial intelligence', 'AI', 'data analysis', 'structured data', 'unstructured data']",128859.82,128859.82,Not specified,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",119380.84,119380.84,,Booz Allen Hamilton
Data Scientist,Not specified,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",140764.98,140764.98,Not specified,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",148077.19,148077.19,,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",117651.91,117651.91,,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",117207.65,117207.65,,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data', 'unstructured data']",156281.25,156281.25,,Booz Allen Hamilton
Data Scientist,Not specified,"['data science', 'machine learning', 'semantic technologies', 'structured data systems', 'unstructured data systems']",225986.58,225986.58,Not specified,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",136848.75,136848.75,,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",149837.69,149837.69,,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",156124.1,156124.1,,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data', 'unstructured data']",125922.58,125922.58,,Booz Allen Hamilton
Data Scientist,,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",137802.69,137802.69,,Booz Allen Hamilton
Data Scientist,Experienced,"['Data Science', 'Technical Engineering']",191863.84,191863.84,"Honolulu, HI, US",SAIC
Data Scientist,Not specified,"['analytics', 'data science', 'IoT', 'machine learning', 'artificial intelligence', 'AI']",205425.1,205425.1,Not specified,Booz Allen Hamilton
Data Scientist,Not specified,"['analytics', 'data science', 'IoT', 'machine learning', 'artificial intelligence', 'AI']",121756.43,121756.43,Not specified,Booz Allen Hamilton
Data Scientist,Mid-level,"['Data Analysis', 'Predictive Modeling', 'Data Visualization', 'Formulation Science', 'Cross-functional Collaboration']",166522.6,166522.6,"Berkeley Heights, NJ","Judge Group, Inc."
Not specified,Not specified,[],135183.73,135183.73,Not specified,Redhorse Corporation
Data Scientist,Senior,"['Advanced analytical techniques', 'Business analysis', 'Technical knowledge', 'Cross-functional collaboration', 'Business strategy', 'Large scale problem solving']",221524.73,221524.73,"San Antonio, TX",Kforce Technology Staffing
Data Scientist,Mid-level,"['machine learning', 'statistical analysis', 'data-driven problem solving', 'building machine learning models', 'deploying machine learning models', 'optimizing machine learning models', 'working with large datasets', 'data communication']",116798.91,116798.91,,Siro Clinpharm Pvt Ltd
Data Scientist,Mid-level,"['AI/ML', 'Machine Learning', 'Python', 'GenAI', 'Data Engineering', 'Analytics', 'Data Platforms']",92407.71,92407.71,"Calgary, AB",Galent
Data Scientist,Not specified,"['predictive modeling', 'data preparation', 'feature engineering', 'model selection', 'model evaluation', 'data engineering', 'Azure', 'Databricks']",107222.52,107222.52,Not specified,Stefanini
Data Scientist,Not specified,[],128672.67,128672.67,"Irving, TX",Mastech Digital
"Data Scientist (AI/ML, GenAI)",Mid-level to Senior,"['AI/ML', 'Generative AI', 'RAG', 'Document Processing', 'Large-scale Data Processing', 'Model Development', 'Cloud Environment', 'Production Deployment']",110922.04,110922.04,"San Francisco, CA",Brilliant Infotech Inc.
Data Scientist,Mid-level,"['SQL', 'Python']",100899.59,100899.59,Remote,FlairTech Solutions
Data Scientist,Advanced,"['Python', 'R', 'SQL', 'Machine Learning', 'scikit-learn', 'XGBoost', 'Tableau', 'Looker', 'Power BI', 'Salesforce', 'HubSpot', 'CRM systems', 'Data analysis', 'Data modeling']",83812.07,83812.07,,Enterprise Minds
Data Scientist,Not specified,[],104409.51,104409.51,"Mclean, VA","Pyramid Consulting, Inc."
Data Scientist,Senior,"['84.51', 'large-scale transaction data management', 'shopper-level datasets', 'Retail sector experience', 'CPG sector experience', 'cloud-based analytics', 'data manipulation', 'loyalty data analysis', 'basket data analysis', 'stakeholder communication']",96816.59,96816.59,,SESHENG LLC
Data Scientist,Mid-level,"['statistical modeling', 'forecasting', 'machine learning', 'mathematical optimization', 'decision analysis', 'analytical modeling']",122864.89,122864.89,"Orlando, FL",INSPYR Solutions
Data Scientist,Mid-level,"['Statistics', 'Machine Learning', 'NLP', 'Natural Language Processing', 'Digital Marketing Data', 'Data Analysis', 'Consumer Insights']",161822.0,161822.0,"Cupertino, California",PTR Global
Data Scientist,Mid to Senior,"['LLM', 'NLP', 'Python', 'R', 'Data Analysis', 'Pandas', 'NumPy', 'Scikit-Learn', 'Machine Learning', 'Predictive Analytics', 'Data Manipulation', 'Data Modeling']",98505.12,98505.12,"Washington, DC",Spar Information Systems
Data Scientist,Mid-level,"['Data Science', 'Scientific Principles', 'Research', 'Analytics Tools', 'Data Pipelines', 'Business Analytics', 'Customer Acquisition Analysis', 'Operational Efficiency']",123180.84,123180.84,"Saint Paul, MN",Cynet Systems
Senior Data Scientist,Senior,"['data processing', 'data analysis', 'large datasets', 'analytic processes', 'scripting', 'data modeling']",127983.05,127983.05,,Valueprosite
Data Scientist,Senior,"['Data Analysis', 'Data Science', 'ETL Pipelines', 'Dashboard Development', 'Data Structures', 'Web Application Development', 'Data Validation', 'Mentoring', 'Stakeholder Collaboration', 'Prototyping']",79631.71,79631.71,,SOIMEXCS
Senior AI Data Scientist,Senior,"['LLMs', 'GenAI', 'Python', 'Data Analysis', 'SQL', 'Large-scale Data Manipulation', 'Advanced Analytics', 'BI Tools', 'Model Evaluation', 'Experimentation', 'Analytical Thinking', 'Critical Thinking']",109627.88,109627.88,"Charlotte, NC",Collabera LLC
Data Scientist,Entry-Level,"['Data collection', 'Data cleaning', 'Data analysis', 'Machine learning', 'Predictive modeling', 'Statistical methods', 'Data mining', 'Data visualization', 'Dashboard creation', 'Reporting', 'Cross-functional collaboration']",88851.78,88851.78,Remote,Futuremindz llc
Data Scientist,Senior,"['Data Science', 'Statistics', 'Computer Science', 'Economics', 'Engineering', 'Talent Analytics', 'People Analytics', 'Enterprise Consulting', 'End-to-end Analytics']",145535.31,145535.31,"['Renton', 'St Louis', 'Dallas, TX 75261', 'Plano, TX 75024']",ConfigUSA
Data Scientist,mid-level,"['retail consumer analytics', 'packed goods retail shopping analytics', 'Kroger Collaborative Cloud data']",104245.74,104245.74,"Ridgefield Park, NJ",Apar Technologies
Data Scientist,Mid-level,"['Machine Learning', 'Data Segmentation', 'Statistical Inference', 'Large Data Sets Analysis', 'Business Analytics', 'Data Modeling']",134764.75,134764.75,"Columbus, Ohio",Apex Systems
Data Scientist,Mid-Level,"['Python', 'R', 'Data Science', 'Machine Learning', 'Advanced Analytics', 'Large Dataset Analysis', 'Business Communication']",133333.61,133333.61,"Richmond, VA",Sriven Systems Inc.
Not specified,Not specified,"['big data solutions', 'data analysis']",124487.7,124487.7,United States,Adtech
Data Scientist,Mid-level,"['Predictive Modeling', 'Machine Learning', 'Data Processing', 'Data Cleansing', 'Data Transformation', 'Feature Engineering', 'Documentation', 'Data Pipelines']",111974.68,111974.68,"Holtsville, NY",Mindlance
Data Scientist,Not specified,[],177699.06,177699.06,"Newark, NJ",Talentrupt
Data Scientist,,"['data sources identification', 'data pipeline design', 'data quality management', 'data storage solutions', 'data analysis', 'data lakes', 'data warehouses', 'databases']",125058.15,125058.15,"Cincinnati, OH","Belcan, LLC"
Data Scientist,Mid to Senior level,"['Machine Learning', 'Forecasting', 'Predictive Modeling', 'Data Preparation', 'Business Analytics', 'Communication Skills']",125826.18,125826.18,"Atlanta, Georgia",Robert Half
Decision Science,,"['statistics', 'operations research', 'econometrics', 'machine learning', 'mathematical models', 'data science']",185040.55,185040.55,,Connvertex Technologies Inc.
Data Scientist,Mid-level,"['AI', 'Machine Learning', 'Data Mining', 'Production-grade AI deployment']",129705.73,129705.73,"Newark, NJ",JSR Tech Consulting
Data Scientist,Not specified,"['AI/ML', 'Machine Learning', 'Artificial Intelligence', 'Data Science', 'Consulting', 'Model Building', 'Technical Support', 'Troubleshooting']",142543.03,142543.03,"San Francisco, CA",Stefanini
Data Scientist,Senior,"['Machine Learning', 'Operations Research', 'Statistics', 'Data Mining', 'Microsoft Azure', 'Python', 'R', 'Advanced Analytics', 'Business Engagement', 'Technical Communication']",105931.62,105931.62,,Reveille Technologies
Machine Learning Engineer - Demand Planning & Dynamic Pricing,Mid to Senior Level,"['Forecasting algorithms', 'A/B testing', 'Time series analysis', 'Linear regression', 'Python', 'Machine Learning', 'Google Cloud Platform', 'BigQuery', 'Vertex.AI', 'Demand planning', 'Dynamic pricing', 'Communication skills']",136952.14,136952.14,"Atlanta, GA/Canada",Factspan Inc
SR. DATA SCIENTIST,Senior,"['marketing analytics', 'e-commerce data science', 'data science']",125794.87,125794.87,,Aroha Technologies
Data Scientist Senior,Senior,"['Computer Science', 'Data Science', 'Artificial Intelligence', 'Statistics', 'Machine Learning', 'Deep Learning', 'Programming', 'Google Cloud Professional Machine Learning']",90999.01,90999.01,"Holtsville, New York","V-Soft Consulting Group, Inc."
Senior Data Scientist,Senior,"['AI/ML', 'Large Language Models (LLMs)', 'Deep Learning', 'NLP', 'Data Pipelines', 'Fine-tuning', 'Instruction-tuning', 'Domain Adaptation', 'Prompt Engineering', 'Multilingual NLP', 'Model Evaluation', 'Safety and Guardrails']",236429.3,236429.3,"Ridgefield, CT","Reputation Institute, Inc."
Data Scientist II,Mid-level,"['data science', 'technology platform', 'health insurance analytics']",129798.66,129798.66,,Oscar Health
Instructional Developer,Mid-level,"['Instructional design', 'Training material development', 'Horizon3.ai Node Zero platform', 'Autonomous pen testing', 'Training dataset creation', 'Curriculum development']",80718.12,80718.12,"Fort Meade, MD",Govcio LLC
"Data Scientist, Product",Mid-level,"['statistical data collection', 'data organization', 'data interpretation', 'statistical summarization', 'product design', 'product development']",192645.1,192645.1,"Menlo Park, CA (Remote - anywhere in the U.S.)","Meta Platforms, Inc. "
Senior Data,Senior,[],169780.08,169780.08,,Redhorse Corporation
Senior Data Scientist,Senior,"['Machine Learning', 'NLP', 'Natural Language Processing', 'CV', 'Computer Vision', 'Time Series', 'MLE', 'MLOps', 'Machine Learning Engineering', 'Recommendation Systems', 'AI']",98517.52,98517.52,,EPAM Systems
Lead Data Scientist,Lead,"['Machine Learning', 'NLP', 'Natural Language Processing', 'Computer Vision', 'CV', 'Time Series', 'MLE', 'MLOps', 'Machine Learning Engineering', 'Recommendation Systems']",99406.17,99406.17,EPAM office (3 days per week on-site),EPAM Systems
Senior Data Scientist,Senior,"['Data Science', 'Machine Learning', 'Technical Leadership', 'Mentorship']",163802.6,163802.6,"Philadelphia, PA",Brooksource
Staff Data Scientist,Staff,"['Data Science', 'AI', 'Predictive Analytics', 'Technical Leadership', 'Analytics']",182995.55,182995.55,"Beachwood, OH",Penske Truck Leasing
Data Scientist,IV,"['AI/ML models', 'Model deployment', 'Production support', 'Troubleshooting', 'Model pipeline management', 'Testing and validation', 'Model lifecycle management', 'Model industrialization']",128145.97,128145.97,"Irving, TX","Judge Group, Inc."
Data Scientist,Senior,"['exploratory data analysis', 'statistics', 'data analysis', 'quantitative analysis']",146277.94,146277.94,,FedEx Office
Senior Data Scientist,Senior,"['predictive modeling', 'clinical decision support', 'data analytics', 'data extraction', 'data analysis', 'data manipulation', 'data synthesis', 'data validation', 'healthcare data']",159899.8,159899.8,,Parkland Center for Clinical Innovation
Data Scientist/Engineer,Mid-level,"['Data Science', 'Data Engineering', 'Designing data solutions', 'Building data solutions', 'Maintaining data solutions']",185395.05,185395.05,Remote,"Cayuse Holdings, LLC"
Data Scientist,Lead,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",189764.06,189764.06,,Booz Allen Hamilton
Data Scientist,IV,"['data science', 'machine learning', 'statistical modeling']",191346.17,191346.17,"Irving, TX","Judge Group, Inc."
Senior Data Scientist,Senior,"['AI', 'Machine Learning', 'Databricks Lakehouse Platform', 'Data Science', 'Scalable Solutions', 'Cross-functional Collaboration']",240440.58,240440.58,"Spring, TX",Kforce Technology Staffing
Data Scientist,Senior,"['IoT', 'machine learning', 'artificial intelligence', 'Palantir Foundry', 'data analysis']",195459.66,195459.66,,Booz Allen Hamilton
"Data Scientist, Product",Not specified,"['statistical data collection', 'data organization', 'data interpretation', 'statistical summarization', 'product design', 'product development']",166876.31,166876.31,"Menlo Park, CA","Meta Platforms, Inc. "
"Data Scientist, Analytics",Mid-level,"['data analysis', 'statistical analysis', 'large data sets', 'complex data analysis']",218899.62,218899.62,"New York, NY","Meta Platforms, Inc. "
Unknown,Unknown,[],171758.78,171758.78,Unknown,Penn Medicine
Data Scientist,Mid,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",133060.25,133060.25,,Booz Allen Hamilton
Data Scientist,Mid,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",259778.5,259778.5,,Booz Allen Hamilton
Data Scientist,Senior,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",148811.22,148811.22,,Booz Allen Hamilton
Applied Data Scientist,Mid-level,"['machine learning', 'AI', 'algorithm development', 'structured data analysis', 'unstructured data analysis', 'intelligent systems development', 'model deployment']",219737.73,219737.73,,Booz Allen Hamilton
Data Scientist,Senior,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",140051.0,140051.0,,Booz Allen Hamilton
Data Scientist,Mid,"['IoT', 'machine learning', 'artificial intelligence', 'data analysis', 'structured data', 'unstructured data']",106639.12,106639.12,,Booz Allen Hamilton
Data Scientist,Mid,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",134402.17,134402.17,,Booz Allen Hamilton
Data Scientist,Senior,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",201032.47,201032.47,,Booz Allen Hamilton
Data Scientist,Senior,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",201719.61,201719.61,,Booz Allen Hamilton
Data Scientist,Senior,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",231332.67,231332.67,,Booz Allen Hamilton
Data Scientist,Mid,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",145493.97,145493.97,,Booz Allen Hamilton
Data Scientist,Senior,"['IoT', 'machine learning', 'artificial intelligence', 'structured data', 'unstructured data', 'data analysis']",231525.8,231525.8,,Booz Allen Hamilton
Data Scientist,Senior,"['IoT', 'machine learning', 'artificial intelligence', 'data analysis', 'structured data', 'unstructured data']",204448.08,204448.08,,Booz Allen Hamilton
Data Scientist,Senior,"['IoT', 'machine learning', 'artificial intelligence', 'structured data', 'unstructured data', 'data analysis']",177421.86,177421.86,,Booz Allen Hamilton
Data Scientist,Senior,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",175133.39,175133.39,,Booz Allen Hamilton
Data Scientist,Senior,"['IoT', 'machine learning', 'artificial intelligence', 'data analysis', 'structured data', 'unstructured data']",192297.25,192297.25,,Booz Allen Hamilton
Data Scientist IV,Senior,"['Data Science', 'Decision Science', 'Product Management', 'Process Management', 'Business Analytics', 'Data Products']",144059.84,144059.84,"Basking Ridge, NJ (Hybrid)","Judge Group, Inc."
Data Scientist,Mid,"['IoT', 'machine learning', 'artificial intelligence', 'data organization', 'Palantir Foundry', 'end-to-end solutions']",128045.06,128045.06,,Booz Allen Hamilton
Data Scientist,Mid,"['IoT', 'machine learning', 'artificial intelligence', 'data organization', 'Palantir Foundry', 'end-to-end solutions', 'problem-solving']",144743.17,144743.17,,Booz Allen Hamilton
Senior Data Scientist,Senior,"['data science', 'data analysis', 'actionable insights']",132048.06,132048.06,"['Joint Base Lewis-McChord, WA', 'Sneads Ferry, NC', 'Fayetteville, NC', 'Northern VA']","Electronic Consulting Services, Inc "
Unknown,Unknown,[],102895.73,102895.73,Unknown,"Knowledge Management, Inc"
Data Scientist Lead,Lead,"['AI/ML strategy', 'predictive analytics', 'intelligent automation', 'machine learning models', 'AI-driven monitoring solutions', 'data science frameworks', 'database management', 'cloud ecosystem']",189843.16,189843.16,"Maryland Heights, MO",Kforce Technology Staffing
Data Scientist,Mid,"['data analysis', 'machine learning', 'artificial intelligence', 'structured data', 'unstructured data']",120406.45,120406.45,,Booz Allen Hamilton
Data Analyst/Scientist,Mid-level,"['Data Analysis', 'Data Science', 'SharePoint', 'Microsoft Teams', 'Flank Speed']",154591.83,154591.83,"Dahlgren, VA, US",SAIC
Data Scientist,,[],146369.34,146369.34,"Springfield, VA, US",SAIC
Data Scientist,Mid,"['data analysis', 'IoT', 'machine learning', 'artificial intelligence', 'structured data', 'unstructured data']",153423.02,153423.02,,Booz Allen Hamilton
Data Scientist,Senior,"['analytics', 'machine learning', 'artificial intelligence', 'IoT', 'data science', 'consulting']",181315.36,181315.36,,Booz Allen Hamilton
Data Scientist,Mid,"['IoT', 'machine learning', 'artificial intelligence', 'structured data analysis', 'unstructured data analysis']",152565.67,152565.67,,Booz Allen Hamilton
AI Utilization Specialist,Mid-Senior level,"['Artificial Intelligence', 'Data Science', 'Top Secret Clearance']",140092.42,140092.42,"Arlington, VA, US",SAIC
Technical Process Manager - Decision Scientist cum Consultant/ Data Scientist IV,Senior,"['Decision Science', 'Data Science', 'Product Management', 'Process Management', 'Business Analytics', 'Data Products']",143708.02,143708.02,"Basking Ridge, NJ","Judge Group, Inc."
Data Scientist,Not specified,[],162911.02,162911.02,Not specified,SpaceX
Data Science/AI Specialist,Mid to Senior,"['Python', 'SQL', 'Machine Learning', 'Feature Engineering', 'Model Training', 'Model Evaluation', 'Cloud Computing', 'Data Pipelines', 'Model Deployment', 'Agile']",150022.7,150022.7,"Charlotte, NC",Eliassen Group
AI Data Scientist,Mid to Senior,"['AI', 'Data Science', 'Strategic operational design', 'Capability development', 'Critical thinking', 'Creative thinking', 'National security', 'Mission analysis', 'Operational environment analysis', 'Framework development']",146507.05,146507.05,,Booz Allen Hamilton
Data Engineer Advisor,Senior/Advisor,"['Data Engineering', 'IT', 'Software Engineering', 'Data Science Collaboration', 'Technical Standards', 'Business Analysis', 'Cross-functional Communication']",124019.88,124019.88,,FedEx Office
,,[],113928.77,113928.77,,U.S. Bank
Data Scientist,Senior/Lead,"['Enterprise Analytics', 'Statistical Modeling', 'Artificial Intelligence', 'Descriptive Modeling', 'Diagnostic Modeling', 'Predictive Modeling', 'Prescriptive Modeling', 'Ensemble Modeling', 'Advanced Statistical Techniques', 'Database Tools', 'Leadership']",147085.5,147085.5,,FedEx Office
Senior Data Scientist,Senior,"['Data Science', 'Analytics', 'Fraud Prevention', 'Credit', 'Insurance', 'Marketing']",102425.3,102425.3,,Trans Union LLC
Data Analyst,Mid-level,"['data mining', 'text mining', 'statistical analysis', 'structured data analysis', 'unstructured data analysis', 'data visualization', 'communication skills', 'business intelligence']",125116.84,125116.84,,FedEx Office
Manager of Data and AI Engineering,Manager,"['Data Engineering', 'AI Engineering', 'MLOps', 'Data Pipelines', 'Leadership', 'Mentoring', 'Strategic Planning', 'Enterprise Solutions']",169635.55,169635.55,,FedEx Office
Data Science & Analytics,Not specified,[],129327.28,129327.28,Not specified,Trans Union LLC
Senior Data Scientist,Senior,"['Data Science', 'Customer Analytics', 'Product Analytics', 'Channel Analytics', 'Digital Data Analysis', 'Consumer Experience Optimization', 'Customer Value Delivery', 'Consultative Approach']",163890.88,163890.88,"Columbus, OH",Genesis10
Software Engineer/Developer,Entry Level,"['Computer Science', 'Tech Skills']",159920.55,159920.55,Not specified,SynergisticIT
Lead Data Scientist,Lead,"['Artificial Intelligence', 'Data Science', 'Data Engineering', 'LLM/GenAI', 'LLMOps']",191110.0,191110.0,,Blackstraw LLC
Data Scientist AI,Senior,"['Data Science', 'Artificial Intelligence', 'Python', 'Machine Learning', 'Pandas', 'NumPy', 'SciPy', 'Scikit-learn']",107116.54,107116.54,"Charlotte, NC or Pittsburgh, PA",FutureTech Consultants LLC
Senior Data Scientist ML & Operational Analytics,Senior,"['Machine Learning', 'Data Science', 'Operational Analytics', 'Model Deployment', 'Production ML']",145445.69,145445.69,"701 9th Street. Northwest Washington, DC 200608",Aroha Technologies
Staff Data Scientist,Staff,"['ML/AI Engineering', 'Data Science', 'Agentic AI', 'Large Language Models (LLMs)', 'Retrieval Augmented Generation', 'AI Agents', 'Multi-agent Workflows', 'Agentic Platforms']",178122.05,178122.05,Spring TX - Hybrid,Nava Software Solutions
Data Scientist,Senior,"['advanced statistical analysis', 'data analysis', 'player insights', 'game performance analytics']",245550.22,245550.22,"Los Angeles, CA",INSPYR Solutions
Data Scientist - Cybersecurity Insider Risk & Advanced Analytics,Mid to Senior,"['Data Science', 'Analytics', 'Risk Modeling', 'Quantitative Modeling', 'Cybersecurity', 'Insider Risk', 'Data Lakehouse', 'Data Warehouse', 'Risk Scoring']",181974.84,181974.84,,SANS
Data Scientist,Senior or Staff,"['AI/ML', 'Data Science', 'applied AI', 'generative AI', 'agentic AI', 'production deployment', 'technical leadership', 'mentoring']",136100.23,136100.23,,Vaco by Highspring
Sr. Data Scientist,Senior,"['statistics', 'machine learning', 'generative AI', 'visualization', 'economic analysis', 'big data processing']",120605.85,120605.85,Remote,Unisys
